player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Greg Burrell,184204,HB,TEXAS ST,12,-2.1,4,100.0,,0,0,0,0.0,0,4,314,0,82.2,73.4,86.3,51.1,66.4,0.0,0,0,23,25.0,30,120,0,12,72.5,87,9.2,11,106.6,12,0,9.2,11,115,140,11.7,9.6,1.32
George Hart III,146269,HB,W KENTUCKY,13,2.7,3,75.0,,0,0,0,0.0,0,1,346,0,80.9,84.9,69.2,83.8,51.9,0.0,0,0,5,28.9,65,225,0,9,68.0,153,5.8,13,104.9,12,1,4.4,10,19,31,3.4,2.1,0.12
John Rogers,183291,TE,VIRGINIA,11,7.0,2,75.0,50.0,2,4,0,0.0,0,5,335,0,80.1,68.1,50.1,26.0,61.8,51.5,51,0,26,14.1,14,99,2,9,84.8,84,41.4,41,127.4,12,1,3.0,3,101,49,5.4,11.2,1.2
Nathaneal Floyd,123138,WR,NEVADA,7,15.3,0,33.3,0.0,0,3,1,33.3,2,1,239,0,26.2,66.7,50.6,,50.6,0.0,0,0,15,0.0,0,59,1,4,91.5,54,61.0,36,42.4,12,0,39.0,23,36,1,0.3,9.0,0.67
Antwan Roberts,145178,HB,MARSHALL,10,2.8,3,58.3,100.0,1,1,0,12.5,1,3,214,0,56.4,86.7,69.4,54.9,54.0,0.0,0,1,14,36.4,47,129,1,7,60.5,78,11.6,15,35.4,12,0,3.9,5,56,77,11.0,8.0,0.72
Tayvion Galloway,183718,TE,MIDDLE TN,12,5.8,0,16.7,0.0,0,1,0,66.7,4,1,224,0,2.1,62.9,43.1,76.6,36.9,35.6,57,0,20,15.6,25,160,0,2,81.9,131,50.6,81,39.6,12,0,10.0,16,22,16,8.0,11.0,0.17
Gideon Davidson,199633,HB,CLEMSON,12,-1.5,1,91.7,,0,0,0,8.3,1,3,140,0,64.6,83.6,69.7,51.1,64.9,0.0,0,0,15,26.8,33,123,0,11,69.1,85,9.8,12,99.0,12,0,4.1,5,93,117,10.6,8.5,1.09
Vaughn Blue,174921,HB,LIBERTY,10,7.2,0,66.7,,0,0,0,11.1,1,4,206,0,58.9,82.0,65.3,37.3,61.8,0.0,0,1,59,34.4,31,90,1,8,62.2,56,8.9,8,92.0,12,1,5.6,5,119,70,8.8,14.9,2.13
LJ Johnson Jr.,147003,HB,CAL,7,1.5,0,36.4,0.0,0,1,0,50.0,4,0,130,0,10.0,80.2,58.6,78.4,29.0,0.0,0,1,14,20.6,14,68,0,4,76.5,52,1.5,1,7.0,11,0,5.9,4,18,6,1.5,4.5,0.35
Ger-Cari Caldwell,124228,WR,MEMPHIS,10,17.9,0,18.2,0.0,0,3,0,50.0,2,1,218,0,17.0,62.9,47.2,,46.5,0.0,0,0,9,0.0,0,63,0,2,93.7,59,4.8,3,39.6,11,0,95.2,60,12,5,2.5,6.0,0.2
Dan Dishman,123308,TE,UTSA,11,6.4,0,90.9,100.0,1,1,1,0.0,0,5,331,0,80.9,67.9,58.5,64.8,58.8,65.1,97,0,26,36.2,54,149,2,10,61.1,91,32.2,48,134.8,11,1,2.0,3,100,49,4.9,10.0,1.1
Will Cianfrini,188810,WR,S DIEGO ST,8,13.1,1,45.5,33.3,1,3,0,0.0,0,2,284,0,76.3,65.7,53.0,,53.5,0.0,0,1,12,0.0,0,66,0,5,87.9,58,16.7,11,17.2,11,0,83.3,55,40,16,3.2,8.0,0.69
Chris Parker,145725,WR,UCONN,12,16.0,1,45.5,0.0,0,2,0,37.5,3,4,146,0,20.0,65.7,53.1,61.9,55.3,0.0,0,0,45,1.4,1,71,2,5,95.8,68,18.3,13,80.9,11,0,81.7,58,108,21,4.2,21.6,1.59
Rocko Griffin,124350,HB,UMASS,9,1.4,5,90.9,100.0,1,1,1,0.0,0,2,216,0,80.9,61.7,61.2,7.4,59.7,0.0,0,0,18,28.1,36,128,1,10,68.0,87,7.8,10,89.8,11,0,6.3,8,61,58,5.8,6.1,0.7
Kayleb Barnett,205487,WR,VANDERBILT,12,5.6,2,54.5,,0,0,0,14.3,1,4,333,0,53.4,71.7,70.8,,67.9,0.0,0,0,13,0.0,0,44,0,6,90.9,40,79.5,35,97.9,11,1,18.2,8,53,80,13.3,8.8,1.33
Radarious Jackson,199974,WR,TENNESSEE,8,10.5,2,81.8,100.0,1,1,0,0.0,0,6,307,0,80.1,67.5,75.2,,75.1,0.0,0,1,19,0.0,0,44,0,9,97.7,43,2.3,1,62.9,11,0,97.7,43,90,29,3.2,10.0,2.09
DaSaahn Brame,199966,TE,TENNESSEE,9,3.6,0,54.5,0.0,0,1,0,25.0,2,3,307,0,33.4,66.2,56.5,71.3,58.8,7.0,3,0,19,4.7,2,43,0,6,86.0,37,72.1,31,71.4,11,0,7.0,3,63,38,6.3,10.5,1.7
AJ Szymanski,170206,TE,MARYLAND,12,7.4,0,45.5,0.0,0,2,0,16.7,1,2,215,0,50.3,67.3,38.9,56.3,55.1,77.8,49,0,21,31.7,20,63,0,5,65.1,41,9.5,6,82.8,11,1,1.6,1,32,13,2.6,6.4,0.78
Jaivian Thomas,176564,HB,UCLA,10,-0.1,2,90.9,,0,0,0,0.0,0,2,324,0,80.9,85.9,72.9,20.0,63.3,0.0,0,0,12,12.5,10,80,0,10,87.5,70,12.5,10,90.9,11,0,1.3,1,64,65,6.5,6.4,0.91
Hayden Large,170156,TE,IOWA,10,6.6,0,72.7,0.0,0,2,0,11.1,1,5,192,0,59.3,67.1,75.8,71.0,67.5,81.0,102,0,17,60.3,76,126,1,8,39.7,50,11.1,14,82.4,11,0,4.0,5,52,40,5.0,6.5,1.04
Derrick Eley,193128,WR,CHARLOTTE,10,18.5,3,54.5,0.0,0,1,0,25.0,2,6,136,0,38.0,77.0,71.6,,70.6,0.0,0,1,32,0.0,0,57,0,6,96.5,55,61.4,35,78.6,11,1,38.6,22,102,11,1.8,17.0,1.85
Jayden Limar,174130,HB,OREGON,8,0.0,2,100.0,100.0,1,1,0,0.0,0,3,264,0,82.2,81.8,73.0,69.5,62.3,0.0,0,0,27,19.1,17,89,0,11,77.5,69,10.1,9,95.1,11,0,15.7,14,75,75,6.8,6.8,1.09
DeShawn Hanika,122515,TE,KANSAS,5,7.6,1,90.9,100.0,1,1,0,9.1,1,7,198,0,62.9,67.9,78.6,55.0,78.0,48.2,27,0,24,21.4,12,56,0,10,76.8,43,39.3,22,143.0,11,3,10.7,6,97,20,2.0,9.7,2.26
Josh Sterzer,128399,TE,UTAH ST,12,7.3,0,63.6,50.0,1,2,0,12.5,1,2,329,0,56.4,67.4,47.8,65.8,42.7,65.8,175,0,18,41.4,110,266,1,7,52.3,139,31.2,83,106.6,11,1,1.9,5,56,17,2.4,8.0,0.4
Benji Blackburn,193238,TE,STANFORD,12,10.1,0,81.8,50.0,1,2,0,0.0,0,6,300,0,80.1,67.5,60.7,71.1,67.5,77.1,81,0,26,18.1,19,105,1,9,73.3,77,21.0,22,138.3,11,1,1.9,2,109,35,3.9,12.1,1.42
Jackson Worley,172372,TE,TROY,14,4.1,0,63.6,50.0,1,2,1,12.5,1,5,318,1,56.4,16.9,48.0,47.5,50.0,72.3,115,0,13,40.9,65,159,3,7,57.2,91,20.1,32,107.0,11,1,1.3,2,57,27,3.9,8.1,0.63
Khamari Anderson,175134,TE,ARIZONA ST,13,10.3,0,45.5,0.0,0,2,0,16.7,1,2,110,0,53.8,68.8,56.3,72.2,49.8,20.0,26,1,8,5.4,7,130,0,5,88.5,115,70.8,92,44.9,11,1,9.2,12,24,15,3.0,4.8,0.21
Tony Johnson,145189,WR,MIAMI FL,7,12.8,7,63.6,50.0,1,2,0,0.0,0,6,220,0,78.5,66.7,80.5,,76.0,3.7,2,1,51,0.0,0,54,0,7,98.1,53,53.7,29,69.3,11,0,42.6,23,162,87,12.4,23.1,3.06
Rod Gibbs,190082,TE,S ALABAMA,12,2.6,1,54.5,,0,0,0,14.3,1,4,288,0,33.4,66.2,57.8,73.4,55.3,79.1,106,0,15,47.0,63,134,2,6,50.0,67,15.7,21,97.5,11,1,4.5,6,52,42,7.0,8.7,0.78
Jariel Cobb,204765,HB,CHARLOTTE,7,-2.0,2,72.7,,0,0,0,0.0,0,2,136,0,79.3,60.5,59.5,19.6,66.3,0.0,0,0,13,36.5,38,104,0,8,61.5,64,0.0,0,81.3,11,0,0.0,0,49,67,8.4,6.1,0.77
Eugene Hilton Jr.,199574,WR,WISCONSIN,12,9.9,1,72.7,100.0,2,2,0,0.0,0,3,349,0,79.3,67.1,59.3,,58.3,0.0,0,0,42,0.0,0,80,0,8,95.0,76,21.3,17,97.2,11,0,78.8,63,91,23,2.9,11.4,1.2
Landon Strother,197048,WR,LA LAFAYET,12,4.7,0,81.8,100.0,1,1,1,0.0,0,4,207,0,81.5,70.6,57.1,,58.2,0.0,0,0,14,0.0,0,101,1,9,87.1,88,38.6,39,92.0,11,0,61.4,62,67,32,3.6,7.4,0.76
Micah Hudson,184902,WR,TEXAS TECH,7,11.5,0,72.7,50.0,1,2,0,0.0,0,6,315,0,79.3,70.7,78.0,,78.1,0.0,0,0,30,0.0,0,55,0,8,90.9,50,16.4,9,144.7,11,2,83.6,46,112,31,3.9,14.0,2.24
George Burhenn,174950,TE,PURDUE,4,5.3,1,81.8,100.0,2,2,0,10.0,1,5,273,0,61.0,67.5,67.3,57.7,71.9,67.4,64,1,21,30.5,29,95,0,9,64.2,61,18.9,18,64.4,11,0,9.5,9,94,63,7.0,10.4,1.54
Demarius Robinson,198120,HB,ARIZONA ST,9,-2.1,1,90.9,,0,0,0,0.0,0,4,110,2,80.9,25.4,60.8,80.4,51.5,0.0,0,0,68,20.0,10,50,0,10,80.0,40,8.0,4,108.3,11,0,14.0,7,110,136,13.6,11.0,2.75
George Pettaway,156351,HB,JAMES MAD,12,11.8,1,81.8,33.3,1,3,0,0.0,0,2,197,0,80.1,79.9,65.3,51.9,59.8,0.0,0,0,24,17.1,14,82,0,9,78.0,64,14.6,12,122.3,11,1,13.4,11,67,19,2.1,7.4,1.05
Joey Bearns III,144893,TE,CHARLOTTE,9,1.1,1,81.8,0.0,0,1,0,0.0,0,4,136,0,80.9,68.7,70.3,58.2,77.6,50.0,27,0,15,33.3,18,54,0,9,59.3,32,22.2,12,113.6,11,1,1.9,1,44,41,4.6,4.9,1.38
Kenny Tracy,130531,HB,MIAMI OH,5,0.3,2,100.0,,0,0,0,0.0,0,5,221,0,82.2,60.5,73.7,73.6,76.6,0.0,0,0,29,64.9,61,94,0,11,34.0,32,5.3,5,152.1,11,2,8.5,8,121,118,10.7,11.0,3.78
Martel Hight,172615,CB,VANDERBILT,9,9.5,1,63.6,50.0,1,2,0,12.5,1,3,333,0,58.9,83.9,61.1,,62.3,0.0,0,0,18,0.0,0,55,3,7,94.5,52,10.9,6,79.4,11,0,89.1,49,64,44,6.3,9.1,1.23
Jyron Waiters,184628,WR,E CAROLINA,6,6.6,0,54.5,0.0,0,1,0,33.3,3,2,156,0,22.9,66.2,50.2,,52.8,0.0,0,0,17,0.0,0,74,1,6,89.2,66,35.1,26,73.7,11,0,64.9,48,69,23,3.8,11.5,1.05
Tyson Thompson,121708,TE,RICE,11,6.4,2,72.7,,0,0,0,11.1,1,4,275,0,59.3,84.7,56.5,70.6,66.9,36.8,25,0,37,5.9,4,68,0,8,91.2,62,39.7,27,142.0,11,2,23.5,16,105,50,6.3,13.1,1.69
Sacovie White-Helton,184583,WR,GEORGIA,11,4.1,2,72.7,0.0,0,1,0,20.0,2,3,173,0,41.2,75.9,59.5,,60.5,0.0,0,0,20,0.0,0,51,0,8,92.2,47,88.2,45,89.2,11,0,11.8,6,70,52,6.5,8.8,1.49
Blaze Kamoku,184169,WR,HAWAII,10,6.0,2,81.8,50.0,1,2,0,10.0,1,4,180,0,62.9,68.4,61.4,,62.0,0.0,0,0,19,0.0,0,96,0,9,90.6,87,94.8,91,130.3,11,1,5.2,5,88,37,4.1,9.8,1.01
Amari Niblack,163606,TE,TEXAS A&M,12,14.5,3,45.5,50.0,1,2,0,0.0,0,3,312,0,76.3,65.7,54.6,69.8,57.5,35.1,27,0,23,6.5,5,77,2,5,92.2,71,39.0,30,66.1,11,0,26.0,20,69,31,6.2,13.8,0.97
Parker Jenkins,173047,HB,E CAROLINA,10,-1.5,1,81.8,,0,0,0,10.0,1,3,156,0,61.0,85.2,70.1,35.3,58.3,0.0,0,0,22,20.2,21,104,0,9,74.0,77,14.4,15,95.8,11,0,4.8,5,77,97,10.8,8.6,1.0
Ousmane Kromah,198443,HB,FLORIDA ST,12,5.1,3,81.8,,0,0,0,18.2,2,4,167,0,44.3,68.1,79.7,52.6,71.4,0.0,0,0,43,33.8,23,68,1,9,64.7,44,0.0,0,149.1,11,1,8.8,6,147,115,12.8,16.3,3.34
Will Anciaux,173090,TE,KANSAS ST,12,9.2,0,54.5,60.0,3,5,0,14.3,1,2,199,0,53.4,67.7,55.8,45.4,51.6,69.2,90,1,25,28.5,37,130,1,6,68.5,89,20.0,26,57.0,11,1,9.2,12,45,13,2.2,7.5,0.51
Kyle Washington,204905,WR,GA STATE,12,10.9,0,54.5,,0,0,0,14.3,1,4,175,0,53.4,71.9,52.7,,53.2,0.0,0,0,23,0.0,0,134,0,6,91.8,123,13.4,18,75.9,11,0,86.6,116,75,29,4.8,12.5,0.61
Marcus Velez,104901,TE,BUFFALO,12,5.3,0,54.5,,0,0,0,14.3,1,2,126,0,56.4,66.7,57.8,64.7,50.7,51.5,88,1,19,27.5,47,171,0,6,68.4,117,36.8,63,24.8,11,0,8.2,14,40,8,1.3,6.7,0.34
Max Ware,163277,WR,HAWAII,10,18.1,0,36.4,50.0,1,2,0,20.0,1,1,180,0,45.4,65.0,52.5,,51.9,0.0,0,2,23,0.0,0,96,0,4,89.6,86,6.3,6,7.6,11,0,93.8,90,39,2,0.5,9.8,0.45
Lucky Sutton,158807,HB,S DIEGO ST,13,0.3,2,54.5,,0,0,0,40.0,4,0,284,0,15.9,91.8,85.1,79.6,31.4,0.0,0,1,8,36.2,84,232,1,6,60.8,141,3.4,8,22.2,11,0,3.9,9,6,25,4.2,1.0,0.04
Josh Ringer,184085,HB,MIAMI OH,11,4.1,0,54.5,,0,0,0,14.3,1,3,221,0,53.8,77.1,65.5,85.5,58.3,1.9,3,1,11,62.8,98,156,0,6,37.2,58,3.8,6,52.5,11,1,5.8,9,31,27,4.5,5.2,0.53
Semaj Pierre,199107,WR,RICE,12,3.1,5,72.7,0.0,0,1,0,11.1,1,2,275,0,59.3,24.7,45.3,66.8,52.4,23.0,14,0,17,1.6,1,61,0,8,93.4,57,50.8,31,79.0,11,0,26.2,16,43,68,8.5,5.4,0.75
David Pierro,205007,WR,LA TECH,11,6.5,4,72.7,50.0,2,4,0,0.0,0,1,208,0,79.3,67.1,53.9,67.7,56.0,2.9,2,0,32,5.8,4,69,1,8,87.0,60,75.4,52,87.3,11,0,20.3,14,65,24,3.0,8.1,1.08
Alton McCaskill,144253,HB,SM HOUSTON,8,-2.5,0,81.8,100.0,1,1,0,10.0,1,3,281,0,61.0,86.5,72.2,60.7,57.3,0.0,0,0,15,28.5,35,123,0,9,68.3,84,8.1,10,122.0,11,1,0.8,1,66,83,9.2,7.3,0.79
TJ Johnson,199058,WR,DOMINION,12,15.3,0,36.4,66.7,2,3,0,20.0,1,3,263,0,45.4,65.0,54.5,,57.1,0.0,0,2,36,0.0,0,84,0,4,95.2,80,41.7,35,48.9,11,1,58.3,49,68,4,1.0,17.0,0.85
Dilin Jones,183664,HB,WISCONSIN,7,-2.5,4,81.8,,0,0,0,10.0,1,1,349,0,61.0,85.4,70.1,37.9,53.0,0.0,0,1,6,37.6,32,85,0,9,62.4,53,4.7,4,41.3,11,0,1.2,1,21,43,4.8,2.3,0.4
James Peoples,183706,HB,OHIO STATE,13,-1.8,0,90.9,100.0,1,1,0,0.0,0,4,260,0,80.9,83.8,76.3,22.6,64.7,0.0,0,0,12,18.4,18,98,0,10,79.6,78,6.1,6,85.6,11,0,3.1,3,50,70,7.0,5.0,0.64
Gamarion Carter,146964,WR,MIDDLE TN,9,23.2,0,27.3,25.0,1,4,1,0.0,0,1,224,0,39.5,64.1,48.4,,49.0,0.0,0,0,15,0.0,0,104,1,3,93.3,97,22.1,23,39.6,11,0,76.9,80,32,3,1.0,10.7,0.33
Kade Frew,173863,FB,AIR FORCE,12,0.5,3,63.6,,0,0,0,12.5,1,4,101,0,58.9,83.7,69.6,68.6,51.0,19.7,24,1,15,23.0,28,122,0,7,73.8,90,12.3,15,36.9,11,0,13.9,17,52,54,7.7,7.4,0.58
Jared Brown,147081,WR,S CAROLINA,8,13.9,0,54.5,60.0,3,5,0,0.0,0,5,289,1,77.5,19.8,60.8,,59.8,0.0,0,1,32,0.0,0,66,0,6,93.9,62,1.5,1,48.3,11,0,97.0,64,102,31,5.2,17.0,1.65
Rahji Dennis,184358,WR,LA LAFAYET,10,11.4,1,45.5,0.0,0,1,0,16.7,1,3,207,0,49.8,65.7,56.7,,56.9,0.0,0,2,16,0.0,0,57,0,5,91.2,52,42.1,24,12.9,11,0,57.9,33,29,17,3.4,5.8,0.56
KJ Parker,189691,WR,IOWA,8,8.5,1,27.3,0.0,0,1,0,50.0,3,1,192,0,16.7,65.0,52.0,,48.3,0.0,0,0,10,0.0,0,50,0,3,94.0,47,4.0,2,69.9,11,1,96.0,48,18,6,2.0,6.0,0.38
Jayden Moore,189388,WR,DUKE,11,7.3,2,63.6,0.0,0,2,0,0.0,0,3,154,0,78.5,69.0,63.4,,63.2,0.0,0,1,15,0.0,0,55,0,7,94.5,52,87.3,48,33.1,11,0,12.7,7,42,44,6.3,6.0,0.81
Parker Poloskey,171004,TE,ARMY,13,13.3,3,36.4,50.0,1,2,1,20.0,1,4,114,0,45.4,65.0,64.6,62.3,55.0,67.5,106,1,26,28.0,44,157,5,4,66.9,105,1.9,3,45.3,11,1,15.9,25,54,15,3.8,13.5,0.51
Heinrich Haarberg,144993,TE,NEBRASKA,13,4.2,0,80.0,50.0,1,2,0,0.0,0,5,238,0,79.3,26.9,66.3,75.1,64.2,69.2,74,0,13,21.5,23,107,0,8,73.8,79,17.8,19,121.7,10,1,13.1,14,52,31,3.9,6.5,0.66
Zach Ortwerth,128793,TE,IOWA,13,1.5,0,90.0,,0,0,0,10.0,1,4,192,0,61.0,67.5,42.6,60.6,55.1,66.7,78,0,24,30.8,36,117,2,9,66.7,78,25.6,30,98.3,10,0,5.1,6,76,68,7.6,8.4,0.97
Luke McLaughlin,143833,WR,BOSTON COL,9,6.6,0,50.0,,0,0,0,16.7,1,2,121,0,49.8,65.7,60.4,,60.2,0.0,0,0,39,0.0,0,34,0,5,100.0,34,76.5,26,73.8,10,0,23.5,8,72,31,6.2,14.4,2.12
Jackson West,143900,TE,W KENTUCKY,9,8.4,0,80.0,100.0,2,2,0,0.0,0,4,346,0,79.3,67.8,67.5,77.8,60.9,55.9,66,0,17,28.0,33,118,4,8,70.3,83,37.3,44,133.3,10,1,4.2,5,80,25,3.1,10.0,0.96
Jackson Acker,145157,TE,WISCONSIN,12,0.8,1,80.0,100.0,1,1,0,0.0,0,5,349,0,79.3,75.4,67.3,69.3,77.5,34.0,35,0,24,38.8,40,103,0,8,57.3,59,10.7,11,127.5,10,1,1.0,1,66,60,7.5,8.3,1.12
Hahsaun Wilson,145580,HB,UTEP,11,-1.1,2,70.0,,0,0,0,12.5,1,1,330,0,61.0,82.1,61.1,49.0,50.1,0.0,0,0,24,31.0,52,168,0,7,65.5,110,10.7,18,77.5,10,0,3.6,6,41,54,7.7,5.9,0.37
Jace Henry,148818,TE,NEVADA,12,2.9,1,70.0,,0,0,1,12.5,1,1,239,0,56.4,66.7,52.6,57.1,42.2,72.1,132,0,32,41.5,76,183,4,7,55.2,101,16.9,31,78.3,10,0,7.1,13,43,43,6.1,6.1,0.43
Hunter Smith,155556,HB,TEMPLE,12,4.1,1,60.0,0.0,0,1,0,0.0,0,4,306,0,77.5,84.0,74.2,38.7,64.5,0.0,0,0,21,25.3,19,75,0,6,70.7,53,8.0,6,74.6,10,0,2.7,2,54,33,5.5,9.0,1.02
Jake Appleget,156468,TE,N ILLINOIS,10,8.2,1,70.0,0.0,0,1,0,0.0,0,4,254,0,78.5,66.7,50.0,76.8,49.5,54.4,117,0,17,22.8,49,215,1,7,74.0,159,42.3,91,117.5,10,1,2.3,5,57,25,3.6,8.1,0.36
Holden Staes,156971,TE,INDIANA,16,5.5,1,70.0,,0,0,0,0.0,0,3,190,0,78.5,66.7,59.3,74.9,59.3,63.1,77,0,18,32.8,40,122,3,7,63.9,78,23.0,28,125.8,10,2,12.3,15,62,35,5.0,8.9,0.79
Carson Brown,157579,WR,IOWA STATE,11,10.2,0,70.0,50.0,1,2,0,12.5,1,4,193,0,37.6,66.7,64.0,,63.8,0.0,0,0,31,0.0,0,53,0,7,92.5,49,20.8,11,95.0,10,0,77.4,41,83,11,1.6,11.9,1.69
Aidan Laughery,158212,HB,ILLINOIS,9,-0.9,1,90.0,,0,0,0,10.0,1,1,187,0,63.3,85.1,69.4,22.6,55.3,0.0,0,0,17,30.7,31,101,0,9,64.4,65,3.0,3,89.2,10,0,1.0,1,54,61,6.8,6.0,0.83
Josh Dallas,158343,WR,GA SOUTHRN,2,3.8,0,70.0,0.0,0,1,0,12.5,1,3,174,0,56.4,71.2,60.6,,59.9,0.0,0,0,17,0.0,0,39,0,7,92.3,36,79.5,31,85.0,10,0,17.9,7,59,50,7.1,8.4,1.64
Nathan Kent,162558,WR,NAVY,12,21.3,0,40.0,66.7,2,3,0,20.0,1,3,237,0,49.8,65.7,57.0,64.5,57.6,1.3,1,0,36,1.3,1,76,0,4,93.4,71,0.0,0,63.8,10,0,98.7,75,68,10,2.5,17.0,0.96
Kojo Antwi,162859,WR,COLO STATE,8,5.1,0,80.0,0.0,0,1,0,0.0,0,2,144,0,79.3,67.1,55.6,,55.3,0.0,0,0,15,0.0,0,89,0,8,95.5,85,3.4,3,86.7,10,0,96.6,86,48,21,2.6,6.0,0.56
Evan King,165418,TE,BUFFALO,11,8.0,1,90.0,100.0,1,1,0,0.0,0,4,126,0,80.1,67.5,55.4,56.3,59.9,55.3,73,0,16,37.1,49,132,2,9,60.6,80,34.8,46,95.0,10,0,8.3,11,68,21,2.3,7.6,0.85
Censere Lee,166543,WR,PITTSBURGH,4,13.3,0,50.0,100.0,2,2,0,28.6,2,2,268,0,29.1,65.7,53.7,62.1,54.2,0.0,0,0,31,1.3,1,78,0,5,87.2,68,14.1,11,79.6,10,0,85.9,67,86,21,4.2,17.2,1.26
Manny Covey,173029,HB,CINCINNATI,7,4.6,1,80.0,100.0,1,1,0,11.1,1,3,138,0,59.3,68.8,64.5,61.5,72.8,0.0,0,0,37,16.7,7,42,1,8,78.6,33,0.0,0,100.8,10,0,7.1,3,82,57,7.1,10.3,2.48
Frank Covey IV,174054,WR,NWESTERN,11,13.2,0,20.0,0.0,0,3,0,60.0,3,2,256,0,8.4,63.7,48.6,,46.3,0.0,0,2,11,0.0,0,93,0,2,91.4,85,10.8,10,0.0,10,0,89.2,83,22,3,1.5,11.0,0.26
Dante Dowdell,174131,HB,KENTUCKY,12,-1.8,2,70.0,,0,0,0,0.0,0,0,202,0,78.5,88.6,72.3,64.6,56.7,0.0,0,1,9,28.4,40,141,0,7,67.4,95,0.0,0,33.3,10,0,3.5,5,30,48,6.9,4.3,0.32
Cooper Hoch,174870,WR,S JOSE ST,10,17.2,1,50.0,0.0,0,1,0,0.0,0,3,285,0,76.3,65.7,56.2,,55.9,0.0,0,0,13,0.0,0,82,1,5,96.3,79,2.4,2,61.7,10,0,97.6,80,43,12,2.4,8.6,0.54
Luke Hutchison,175242,WR,NAVY,9,21.4,0,50.0,50.0,1,2,0,0.0,0,4,237,0,76.3,65.9,72.8,,68.9,0.0,0,0,63,0.0,0,53,2,5,92.5,49,3.8,2,135.4,10,3,96.2,51,134,37,7.4,26.8,2.73
Malik Elzy,175952,WR,ILLINOIS,4,10.4,2,70.0,33.3,1,3,0,0.0,0,5,187,0,78.5,66.7,69.8,,69.5,0.0,0,0,25,0.0,0,35,0,7,88.6,31,5.7,2,95.4,10,0,94.3,33,84,24,3.4,12.0,2.71
Anthony Miller,175984,TE,TULANE,14,8.4,0,50.0,66.7,2,3,0,16.7,1,5,319,0,49.8,65.7,55.7,57.4,62.9,76.1,102,1,18,47.0,63,134,0,5,49.3,66,12.7,17,62.5,10,1,8.2,11,60,30,6.0,12.0,0.91
Za'Ron Collins,181612,WR,JAMES MAD,11,13.5,1,70.0,66.7,4,6,0,0.0,0,5,197,0,78.5,66.7,68.7,,67.9,0.0,0,0,20,0.0,0,72,1,7,93.1,67,12.5,9,124.2,10,1,87.5,63,73,24,3.4,10.4,1.09
Tre Roberson,182290,WR,AIR FORCE,4,19.3,1,50.0,100.0,1,1,0,16.7,1,5,101,0,49.8,65.9,64.6,63.0,67.1,0.0,0,1,29,2.4,1,42,2,5,90.5,38,14.3,6,49.6,10,0,83.3,35,109,19,3.8,21.8,2.87
Jeremiah Melvin,183392,WR,WAKE,11,18.5,0,30.0,0.0,0,4,0,0.0,0,1,339,0,73.1,64.1,54.0,,52.1,0.0,0,0,27,0.0,0,56,0,3,96.4,54,19.6,11,76.7,10,1,80.4,45,39,1,0.3,13.0,0.72
Hogan Hansen,183686,TE,MICHIGAN,4,11.4,0,60.0,50.0,1,2,0,0.0,0,4,222,0,78.5,66.7,67.0,,67.3,36.7,22,1,26,0.0,0,60,0,6,95.0,57,53.3,32,43.3,10,0,10.0,6,74,16,2.7,12.3,1.3
Hunter Andrews,183855,TE,UTAH,4,0.0,1,100.0,100.0,2,2,0,0.0,0,4,328,0,80.9,74.8,85.1,75.9,83.5,50.0,19,0,14,28.9,11,38,0,10,71.1,27,23.7,9,93.8,10,0,2.6,1,65,65,6.5,6.5,2.41
Taeo Todd,188385,HB,GA SOUTHRN,5,-3.5,3,100.0,,0,0,0,0.0,0,3,174,0,80.9,78.5,75.0,73.8,84.0,3.8,2,0,11,9.4,5,53,0,10,88.7,47,7.5,4,93.3,10,0,5.7,3,64,99,9.9,6.4,1.36
Tristen Brown,188507,WR,VANDERBILT,13,8.3,2,100.0,100.0,1,1,0,0.0,0,6,333,0,80.9,69.9,65.1,61.0,65.2,0.0,0,0,28,1.0,1,103,1,10,94.2,97,36.9,38,118.8,10,0,63.1,65,137,54,5.4,13.7,1.41
Mekhi Nelson,189704,HB,NEBRASKA,11,-1.1,6,80.0,,0,0,0,11.1,1,3,238,0,58.9,78.7,82.3,81.3,68.6,0.0,0,0,41,20.4,11,54,0,8,79.6,43,5.6,3,109.2,10,0,1.9,1,102,109,13.6,12.8,2.37
Carson Bruhn,191163,TE,KANSAS,8,11.9,0,50.0,,0,0,0,28.6,2,3,198,0,29.1,67.7,62.2,67.3,56.2,67.0,65,0,16,37.1,36,97,2,5,61.9,60,21.6,21,66.7,10,0,8.2,8,55,13,2.6,11.0,0.92
Jevon Edwards,198291,HB,COAST CAR,13,1.3,2,70.0,100.0,1,1,0,30.0,3,1,141,0,25.3,66.5,62.9,46.9,37.4,0.0,0,0,16,31.9,29,91,1,7,63.7,58,3.3,3,73.3,10,0,2.2,2,31,21,3.0,4.4,0.53
